kernel;element_count;repeat;block_count;thread_count;time_ms;throughput;length
no-run-length3;100000;7;512;1024;0.018528;233.47;1925731
no-run-length3;100000;8;8;16;1.80378;2.39245;1915444
no-run-length3;100000;8;16;16;0.776192;5.55976;1915444
no-run-length3;100000;8;32;16;0.326144;13.2317;1915444
no-run-length3;100000;8;64;16;0.166944;25.8497;1915444
no-run-length3;100000;8;128;16;0.0872;49.489;1915444
no-run-length3;100000;8;256;16;0.048352;89.2506;1915444
no-run-length3;100000;8;512;16;0.031072;138.885;1915444
no-run-length3;100000;8;8;32;0.688864;6.26458;1915444
no-run-length3;100000;8;16;32;0.34768;12.4121;1915444
no-run-length3;100000;8;32;32;0.178176;24.2201;1915444
no-run-length3;100000;8;64;32;0.09088;47.4851;1915444
no-run-length3;100000;8;128;32;0.051168;84.3387;1915444
no-run-length3;100000;8;256;32;0.029376;146.904;1915444
no-run-length3;100000;8;512;32;0.02048;210.715;1915444
no-run-length3;100000;8;8;64;0.348224;12.3927;1915444
no-run-length3;100000;8;16;64;0.178976;24.1119;1915444
no-run-length3;100000;8;32;64;0.090208;47.8388;1915444
no-run-length3;100000;8;64;64;0.049344;87.4563;1915444
no-run-length3;100000;8;128;64;0.029888;144.387;1915444
no-run-length3;100000;8;256;64;0.019776;218.216;1915444
no-run-length3;100000;8;512;64;0.01568;275.22;1915444
no-run-length3;100000;8;8;128;0.174944;24.6676;1915444
no-run-length3;100000;8;16;128;0.091136;47.3517;1915444
no-run-length3;100000;8;32;128;0.05024;85.8966;1915444
no-run-length3;100000;8;64;128;0.029088;148.358;1915444
no-run-length3;100000;8;128;128;0.019776;218.216;1915444
no-run-length3;100000;8;256;128;0.016384;263.394;1915444
no-run-length3;100000;8;512;128;0.016384;263.394;1915444
no-run-length3;100000;8;8;256;0.09808;43.9992;1915444
no-run-length3;100000;8;16;256;0.053248;81.0442;1915444
no-run-length3;100000;8;32;256;0.030048;143.618;1915444
no-run-length3;100000;8;64;256;0.02048;210.715;1915444
no-run-length3;100000;8;128;256;0.016224;265.991;1915444
no-run-length3;100000;8;256;256;0.01456;296.39;1915444
no-run-length3;100000;8;512;256;0.015648;275.782;1915444
no-run-length3;100000;8;8;512;0.061664;69.9832;1915444
no-run-length3;100000;8;16;512;0.033632;128.314;1915444
no-run-length3;100000;8;32;512;0.022528;191.559;1915444
no-run-length3;100000;8;64;512;0.01728;249.736;1915444
no-run-length3;100000;8;128;512;0.01712;252.07;1915444
no-run-length3;100000;8;256;512;0.014336;301.021;1915444
no-run-length3;100000;8;512;512;0.014976;288.157;1915444
no-run-length3;100000;8;8;1024;0.0512;84.286;1915444
no-run-length3;100000;8;16;1024;0.029632;145.635;1915444
no-run-length3;100000;8;32;1024;0.018816;229.35;1915444
no-run-length3;100000;8;64;1024;0.016352;263.909;1915444
no-run-length3;100000;8;128;1024;0.018592;232.113;1915444
no-run-length3;100000;8;256;1024;0.018432;234.128;1915444
no-run-length3;100000;8;512;1024;0.017376;248.357;1915444
no-run-length3;100000;9;8;16;1.74842;2.46288;1906131
no-run-length3;100000;9;16;16;0.637376;6.75603;1906131
no-run-length3;100000;9;32;16;0.324896;13.2539;1906131
no-run-length3;100000;9;64;16;0.163616;26.3185;1906131
no-run-length3;100000;9;128;16;0.085664;50.2677;1906131
no-run-length3;100000;9;256;16;0.047168;91.2935;1906131
no-run-length3;100000;9;512;16;0.029152;147.713;1906131
no-run-length3;100000;9;8;32;0.68288;6.30584;1906131
no-run-length3;100000;9;16;32;0.344288;12.5074;1906131
no-run-length3;100000;9;32;32;0.174624;24.6594;1906131
